Paragraph:,Quote:,Scare_Quote:
"KLM zegt dat het niet zo zwart-wit is als de ANVR beweert. ""Er kunnen verschillenden redenen zijn om op 'oranje' landen te vliegen, zoals het vervoeren van hulpverleners of diplomaten"", zegt een woordvoerder. ""Ook brengen we ingezetenen naar huis.""",'oranje',0.0
"Ten slotte wordt er in Nederland nu al erg vroeg gesorteerd op onderwijsniveau, vindt Geven. ""Je hebt als basisscholier maar acht jaar om te laten zien wat je kunt, daarna word je ingedeeld. Dat is problematisch, want als je eenmaal in een bepaald traject zit, kom je er niet snel meer uit. Terwijl qua prestaties de beste vmbo-scholier ongeveer op hetzelfde niveau zit als de slechtste vwo-scholier."" Een mogelijke oplossing zou een brede en langdurige 'middenschool' in het middelbaar onderwijs kunnen zijn, waarna pas rond 15 of 16 jaar een definitieve keuze gemaakt wordt.",'middenschool',0.0
Premier Rutte sprak in zijn verhoor over 'een bal die het ravijn in rolde':,',2.0
Niet in de laatste plaats door het kabinet zelf. Onderling wordt gesproken over wie 'verantwoordelijkheid moet nemen' en wanneer. Een denkbaar scenario is het aftreden van Eric Wiebes. Hij was in de toeslagenaffairetijd staatssecretaris van Financiën en heeft toen steken laten vallen.,'verantwoordelijkheid moet nemen',1.0
Het ministerie van Sociale Zaken en Werkgelegenheid zegt tegen de krant dat het 'tijdelijke noodgeld' wordt besteed als er sprake is van schaarste bij de voedselbanken.,'tijdelijke noodgeld',1.0
"Het plan is dan ook opgesteld door de raad. ""Wij hoorden de oproep van de burgemeesters waarmee ze vrijwilligers willen gaan zoeken"", zegt Van der Meij. ""En wij als MBO Raad dachten: 'Wij kennen heel veel studenten die dit zouden kunnen en willen'. Het zou een hele mooie bijdrage zijn aan het burgerschapsonderwijs dat wij aanbieden op de scholen.""",'Wij kennen heel veel studenten die dit zouden kunnen en willen',0.0
"Banken gaan slachtoffers van 'spoofing' vaker compenseren. Minister Hoekstra van Financiën heeft daar afspraken over gemaakt met de vier grote banken, ABN Amro, ING, Rabobank en De Volksbank (SNS).",'spoofing',0.0
"In werkelijkheid is er niets aan de hand, maar door het geld 'veilig te stellen' maak je het in feite over naar criminelen en ben je het kwijt. Volgens het ministerie van Financiën wordt deze vorm van oplichting steeds populairder.",'veilig te stellen',1.0
"Hoe kijken de horeca en de evenementenbranche er zelf tegenaan? Zien zij het zitten om een 'vaccinatiebewijs' te eisen bij de ingang? Bestuurslid Willem Westermann van branchevereniging Vereniging voor Evenementenmakers ziet er wel iets in, maar alleen als onderdeel van een groter pakket maatregelen om weer veilig festivals en andere bijeenkomsten te organiseren.",'vaccinatiebewijs',0.0
"Ook bestuurslid Westermann van de evenementenbranche ziet eindelijk weer licht aan het einde van de tunnel, mede dankzij een toekomstig vaccinatiebewijs. ""Toen de minister in het voorjaar zei dat we moesten stoppen totdat er een vaccin was, waren we heel boos, we zeiden 'dat kan niet waar zijn'."" Nu wil hij dus inzetten op een mengvorm: ""Onze evenementen worden op die manier weer mogelijk, door een combinatie van vaccins en sneltesten. En daardoor kunnen we komend jaar weer mooie dingen doen.""",'dat kan niet waar zijn',0.0
"Amsterdam wilde op het Museumplein een 'vuurwerkshow' in licht en geluid laten zien, zonder echt vuurwerk. Ook publiek was niet welkom en daarom zou het hele plein afgezet worden met hekken en dichte schermen.",'vuurwerkshow',0.0
"Microsoft sprak zelfs van de noodzaak van een 'afrekening' als reactie op de hack. ""Maar er is niets kapotgemaakt of gesaboteerd, dit is gewoon spionage"", zegt Van der Meer. ""Dat is min of meer geaccepteerd: dat doen landen nu eenmaal bij elkaar.""",'afrekening',0.0
"Dat geldt voor meer bedrijven. ""Zo'n borrel is bij veel werkgevers een ankerpunt in het jaar', zegt woordvoerder Jannes van der Velde van werkgeversorganisatie AWVN. ""Ze vinden het belangrijk om zo collega's met elkaar in contact te brengen. Helemaal nu.""",',2.0
De 'RIVM-doden' zijn overledenen van wie bekend is dat ze het coronavirus droegen; volgens het CBS ligt het werkelijke aantal doden hoger. Vorige week ging het om een 'oversterfte' door corona van waarschijnlijk 450.,'RIVM-doden',0.0
De 'RIVM-doden' zijn overledenen van wie bekend is dat ze het coronavirus droegen; volgens het CBS ligt het werkelijke aantal doden hoger. Vorige week ging het om een 'oversterfte' door corona van waarschijnlijk 450.,'oversterfte',1.0
"De Consumentenbond heeft in een paar uur tijd bijna 500 klachten binnengekregen over geannuleerde vliegtickets, pakketreizen en accommodaties. De bond opende vanochtend een 'vakantiemeldpunt' waar consumenten met klachten terechtkunnen. ""De hoeveelheid klachten geeft aan dat het mensen hoog zit"", zegt een woordvoerder van de Consumentenbond.",'vakantiemeldpunt',0.0
"""Ik bleef vooral veel stilstaan. Dat is kwaadaardiger dan dat je rondloopt en maar 'Ik ben Boba Fett' roept"", legde hij enkele jaren geleden uit aan de NOS. ""Boba Fett bleef enkel staren en vertrouwde erop dat mensen dan hun pistool zouden neerleggen.""",'Ik ben Boba Fett',0.0
"Het proces is gericht tegen de groep rond de 'Haagse drugsbaron' Piet S., verdacht van drugshandel, witwassen en het omkopen van een douanier. Hoewel er jaren onderzoek naar hem is gedaan, was het EncroChat dat het laatste zetje gaf. Onderschepte berichten bevestigden voor de politie de vermoedens over zijn criminele praktijken. In september werd S. gearresteerd bij een internationale politieactie waar bijna duizend agenten aan meededen.",'Haagse drugsbaron',0.0
"De grootste fout van criminelen is dat ze zich op EncroChat onbespied waanden, zegt Stevens. Ze communiceerden openlijk. ""EncroChat is prachtig als je zegt: 'Ik zie je op de gebruikelijke plaats'. Dan weet de politie nog niets. Maar mensen schreven bijvoorbeeld: 'Ik tref je om acht uur bij de bouwmarkt'. Dan kwam de politie natuurlijk ook even kijken wie daar verscheen.""",'Ik zie je op de gebruikelijke plaats',0.0
"De grootste fout van criminelen is dat ze zich op EncroChat onbespied waanden, zegt Stevens. Ze communiceerden openlijk. ""EncroChat is prachtig als je zegt: 'Ik zie je op de gebruikelijke plaats'. Dan weet de politie nog niets. Maar mensen schreven bijvoorbeeld: 'Ik tref je om acht uur bij de bouwmarkt'. Dan kwam de politie natuurlijk ook even kijken wie daar verscheen.""",'Ik tref je om acht uur bij de bouwmarkt',0.0
"Hoe de hack precies is uitgevoerd, blijft onduidelijk. Zeker is dat Frankrijk met een technisch snufje de versleuteling heeft kunnen omzeilen en dat Nederland bij het onderzoek is aangehaakt. In het criminele milieu bestaat het vermoeden dat inlichtingendiensten betrokken waren en dat EncroChat al veel langer werd 'afgetapt'. De autoriteiten zeggen er niets over.",'afgetapt',0.0
"""Ik zeg altijd maar: 'Ik bemoei me met alles, behalve het voetbal.'"" Het is hoe zanger Jan Smit zijn rol als bestuurslid cultuur, media en commercie bij FC Volendam omschrijft.",',2.0
"""We hebben vorig jaar de doelstelling uitgesproken om binnen drie jaar te promoveren. Dat begon met het binnenhalen van 'Team Jonk'. Voor ons als kleine club is het geweldig dat Wim Jonk met zijn staat van dienst, als echte Volendammer, de uitdaging met ons is aangegaan. Op dat moment voel je dat er iets gaat gebeuren"", vertelt Smit.",'Team Jonk',0.0
"Vorig seizoen stond Volendam derde toen door de coronapandemie een abrupt einde aan de competitie kwam. De start van dit seizoen verliep stroef voor de ploeg van Jonk, maar inmiddels is 'het andere Oranje' al twaalf wedstrijden op rij ongeslagen. Vanavond wacht de confrontatie met directe concurrent NAC Breda, dat één punt achter Volendam staat.",'het andere Oranje',0.0
"Nee, de kracht van Jan Smit zit in het enthousiasmeren van mensen en ze overtuigen om te investeren in Volendam. Zo is er een spelersfonds opgericht waar nu zo'n drie miljoen euro in zit. ""Ik zit er zelf ook in, ja. Want op het moment dat je bij mensen aankomt met de vraag of ze geld in de club willen steken, is vaak de eerste vraag: 'Wat doe je zelf?' Logisch, want dat geeft aan hoeveel vertrouwen je erin hebt.""",'Wat doe je zelf?',0.0
"""Frans van Seumeren (suikeroom van FC Utrecht, red.) zei ooit tegen mij: 'Stop nooit geld in een voetbalclub, want dat ben je kwijt.' Als sponsor is dat ook zo, dan geef je het uit clubliefde. Maar als het geld uit het spelersfonds niet terug zou komen, zou ik dat ook prima vinden. Want het is mijn club, mijn passie, mijn tweede liefde. Een soort 'Niet goed? Geld weg-garantie'"", zegt Smit met een knipoog.","'Stop nooit geld in een voetbalclub, want dat ben je kwijt.'",0.0
"""Frans van Seumeren (suikeroom van FC Utrecht, red.) zei ooit tegen mij: 'Stop nooit geld in een voetbalclub, want dat ben je kwijt.' Als sponsor is dat ook zo, dan geef je het uit clubliefde. Maar als het geld uit het spelersfonds niet terug zou komen, zou ik dat ook prima vinden. Want het is mijn club, mijn passie, mijn tweede liefde. Een soort 'Niet goed? Geld weg-garantie'"", zegt Smit met een knipoog.",',2.0
"""Toen 'Team Jonk' en dat spelersfonds er kwamen, moest er zo veel gebeuren. Ik was soms tien uur per dag, vijftig uur in de week met de club bezig. Je kunt telefonisch heel veel vanuit de auto en vanuit huis doen, maar ik ging op pad, het land door. Mensen overtuigen kan alleen door zelf aanwezig te zijn. Op die manier kan ik mijn passie het beste op mensen overbrengen. Maar dat was natuurlijk veel te veel.""",'Team Jonk',0.0
"De energie van Smit heeft FC Volendam wel een boost gegeven. Want ook qua jeugdopleiding staat de club er goed op. ""Marco Tol, Jari Vlak, Alex Plat en Mike Eerdhuijzen, allemaal Volendamse jongens die het eerste hebben gehaald. Je wilt uiteindelijk dat ze stabiele eredivisiespelers worden en de Champions League gaan halen. Hoe gek en ver weg dat ook klinkt. Dat is ook waar 'Team Jonk' voor staat. Als je niet durft te dromen, kom je nergens.""",'Team Jonk',0.0
"En met zijn allen was dan ook echt met zijn allen, lacht de kok. ""Een vriendin van mijn moeder werd uitgenodigd. Of de buurjongen. Of vrienden. Die mochten dan niet aanschuiven, die móesten aanschuiven. Zodat we met zijn allen samen konden zijn en eten."" Hoe druk het ook was, daarna was altijd nog couscous over. ""Dat werd dan samen met de groentes op een bordje mooi opgemaakt en naar de buren gebracht. Zo kon echt iedereen mee-eten."" En daarom kreeg de vrijdag ook de bijnaam 'couscousdag'.",'couscousdag',0.0
"En die liefde voor de couscous van moeders herkent ook Unesco. Zo schrijft de organisatie: ""Het blijft moeilijk om definitief iets te kunnen zeggen over de geschiedenis van couscous, maar iedereen is het wel eens over dit: 'de beste couscous is die van mijn moeder'.""",'de beste couscous is die van mijn moeder',0.0
"Een icoon, geweldig acteur, de 'echte', maar vooral een mooi mens. Bram van der Vlugt, die op 86-jarige leeftijd is overleden, wordt door vakgenoten en het publiek geroemd. ""In die meer dan twintig jaar dat ik hem heb meegemaakt in de rol van Sinterklaas was hij altijd meesterlijk"", reageert presentatrice Dieuwertje Blok van het Sinterklaasjournaal, die met Van der Vlugt samenwerkte. ""Het was een geestige man, die dol was op zijn werk. Hij wilde niets liever dan spelen, spelen, spelen. Spelen tot het einde.""",'echte',0.0
"Blok was ook buiten 'het Sinterklaas-zijn' met Van der Vlugt bevriend. ""Ik ging naar bijna al zijn theatervoorstellingen. Hij heeft de afgelopen jaren ook nog zo veel gedaan op het toneel. Prachtige rollen heeft hij gespeeld.""",'het Sinterklaas-zijn',0.0
"Ook op sociale media zijn er veel reacties op de dood van de bekende acteur. Van der Vlugt was bekend als toneelacteur, speelde in series, maar was vooral bekend door zijn rol als de 'echte Sinterklaas'. De anekdotes die worden gedeeld gaan ook vooral daarover.",'echte Sinterklaas',0.0
De 'huidige' Sinterklaas reageerde op Twitter:,'huidige',1.0
"Ook Blok vindt het belangrijk dat zijn andere acteerklussen worden herinnerd. ""Hij was voor generaties 'onze Sinterklaas', maar voor mij is hij veel meer dan dat.""",'onze Sinterklaas',1.0
"De aanvankelijke verdenking van mensensmokkel is tijdens het onderzoek komen te vervallen. Een vrouw die Epstein van misbruik van meisjes had beschuldigd, zei dat Brunel drie 12-jarige Franse meisjes als 'verjaardagscadeau' naar Epstein in de VS had gestuurd.",'verjaardagscadeau',1.0
Deze boeren werken al via de 'korte keten' en vertellen waar voor hen de winst zit:,'korte keten',0.0
"In de coronacrisis is het aandeel van deze 'korte keten' in de voedselvoorziening verviervoudigd, volgens een schatting van de Rabobank.",'korte keten',0.0
"Vanochtend zijn ruim 500 'kerstpakketten' verspreid over de hoofdstad. Initiatiefnemer Eric Traa verwacht een forse toename van het aantal deelnemers: ""We hebben heel veel mensen aangeschreven via woningbouwverenigingen en gaan samenwerken met het Leger des Heils voor de distributie.""",'kerstpakketten',1.0
"Smits sympathiseert met haar demonstrerende collega's, maar in plaats van actievoeren kiest ze ervoor om via de 'korte keten' niet volledig afhankelijk te zijn van de prijs die de supermarkt betaalt voor haar fruit.",'korte keten',0.0
"Even verderop in Dronten is Martin Topper gespecialiseerd in 'vergeten' groenten: veelkleurige wortelen en bieten die normaal gesproken hun weg vinden naar restaurants in heel Nederland en Europa. Hij levert niet alleen aan Boeren voor Buren in Amsterdam, maar helpt via 'Local to local' ook studenten in Utrecht aan een gezond kerstmaal. Topper wil niet alleen een eerlijke prijs, hij vindt het ook belangrijk dat mensen weten waar hun eten vandaan komt.",'vergeten',1.0
"Even verderop in Dronten is Martin Topper gespecialiseerd in 'vergeten' groenten: veelkleurige wortelen en bieten die normaal gesproken hun weg vinden naar restaurants in heel Nederland en Europa. Hij levert niet alleen aan Boeren voor Buren in Amsterdam, maar helpt via 'Local to local' ook studenten in Utrecht aan een gezond kerstmaal. Topper wil niet alleen een eerlijke prijs, hij vindt het ook belangrijk dat mensen weten waar hun eten vandaan komt.",'Local to local',0.0
De Rijksdienst voor het Cultureel Erfgoed heeft ook de locaties die eerder door vrijwilligers van de gemeente Hoorn waren aangewezen 'ingescand'. Vrijwilligers hebben jarenlang met eigen apparatuur - een zogenaamde side scan sonar - onderzoek gedaan naar mogelijke archeologische schatten.,'ingescand',0.0
Een extra uitgebreide jubileumeditie is het niet geworden dit jaar. Het zijn gewoon weer 40 rebusplaatjes die staan voor veertig woorden die samen de oplossing geven. Ieder jaar heeft de puzzel een thema en deze keer heeft het iets met vissen te maken: 'Dr. Denker heeft beet'.,'Dr. Denker heeft beet',0.0
